CODE;OBJECT NAME ENG;OBJECT NAME ESP;OBJECT_TYPE_ENG;OBJECT_TYPE_ESP;CONSTELLATION_ENG;CONSTELLATION_ESP
NGC2526;;;Supernova Remnant;Remanente de supernova;Corona Borealis;Corona Boreal
NGC2527;;;Galaxy;Galaxia;Cassiopeia;Casiopea
NGC2528;;;Galaxy;Galaxia;Crux;Cruz del Sur
NGC2529;;;Quasar;Quasar;Pisces;Piscis
NGC253;Sculptor Galaxy;Galaxia del Escultor;Galaxy;Galaxia;Sculptor;Escultor
NGC2530;;;Reflection Nebula;Nebula de reflexión;Coma Berenices;Cabellera de Berenice
NGC2531;;;Galaxy;Galaxia;Chamaeleon;Camaleón
NGC2532;;;White Dwarf;Enana blanca;Ara;Altar
NGC2533;;;Planetary Nebula;Nebulosa planetaria;Aquarius;Acuario
NGC2534;;;Asterism;Asterismo;Musca;Mosca
NGC2535;;;Irregular Galaxy;Galaxia irregular;Capricornus;Capricornio
NGC2536;;;Elliptical Galaxy;Galaxia eliptica;Triangulum Australe;Triángulo Austral
NGC2537;;;Double Star;Estrella doble;Pisces;Piscis
NGC2538;;;Irregular Galaxy;Galaxia irregular;Canes Venatici;Lebreles
NGC2539;;;HII Region;Región HIII;Pictor;Pintor
NGC254;;;Double Star;Estrella doble;Bootes;Boyero
NGC2540;;;Quasar;Quasar;Circinus;Compás
NGC2541;;;White Dwarf;Enana blanca;Aquarius;Acuario
NGC2542;;;White Dwarf;Enana blanca;Columba;Paloma
NGC2543;;;Spiral Galaxy;Galaxia espiral;Canis Major;Can Mayor
NGC2544;;;Planetary Nebula;Nebulosa planetaria;Equuleus;Caballito
NGC2545;;;Reflection Nebula;Nebula de reflexión;Puppis;Popa
NGC2546;;;Emission Nebula;Nebula de emisión;Columba;Paloma
NGC2547;;;Quasar;Quasar;Columba;Paloma
NGC2548;;;Dark Nebula;Nebulosa oscura;Musca;Mosca
NGC2549;;;Variable Star;Estrella variable;Pisces;Piscis
NGC255;;;Asterism;Asterismo;Sculptor;Escultor
NGC2550;;;Asterism;Asterismo;Musca;Mosca
NGC2551;;;White Dwarf;Enana blanca;Pisces;Piscis
NGC2552;;;Reflection Nebula;Nebula de reflexión;Leo;León
NGC2553;;;Star;Estrella;Capricornus;Capricornio
NGC2554;;;Red Giant;Gigante roja;Capricornus;Capricornio
NGC2555;;;Double Star;Estrella doble;Pictor;Pintor
NGC2556;;;Galaxy;Galaxia;Pyxis;Brújula
NGC2557;;;Galaxy;Galaxia;Cancer;Cáncer
NGC2558;;;Globular Cluster;Cumulo globar;Perseus;Perseo
NGC2559;;;Globular Cluster;Cumulo globar;Coma Berenices;Cabellera de Berenice
NGC256;;;Asterism;Asterismo;Triangulum;Triángulo
NGC2560;;;Globular Cluster;Cumulo globar;Lupus;Lobo
NGC2561;;;Dark Nebula;Nebulosa oscura;Vela;Velas
NGC2562;;;HII Region;Región HIII;Circinus;Compás
NGC2563;;;Supernova Remnant;Remanente de supernova;Chamaeleon;Camaleón
NGC2564;;;Asterism;Asterismo;Reticulum;Retículo
NGC2565;;;Reflection Nebula;Nebula de reflexión;Pegasus;Pegaso
NGC2566;;;Supernova Remnant;Remanente de supernova;Crater;Copa
NGC2567;;;Star;Estrella;Pyxis;Brújula
NGC2568;;;Spiral Galaxy;Galaxia espiral;Vela;Velas
NGC2569;;;Star;Estrella;Serpens;Serpiente
NGC257;;;Reflection Nebula;Nebula de reflexión;Lupus;Lobo
NGC2570;;;Red Giant;Gigante roja;Andromeda;Andrómeda
NGC2571;;;White Dwarf;Enana blanca;Corona Borealis;Corona Boreal
NGC2572;;;Elliptical Galaxy;Galaxia eliptica;Dorado;Dorado
NGC2573;;;Variable Star;Estrella variable;Taurus;Tauro
NGC2574;;;Emission Nebula;Nebula de emisión;Capricornus;Capricornio
NGC2575;;;Irregular Galaxy;Galaxia irregular;Columba;Paloma
NGC2576;;;Elliptical Galaxy;Galaxia eliptica;Pegasus;Pegaso
NGC2577;;;Red Giant;Gigante roja;Monoceros;Unicornio
NGC2578;;;Irregular Galaxy;Galaxia irregular;Ophiuchus;Ofiuco
NGC2579;;;Red Giant;Gigante roja;Camelopardalis;Jirafa
NGC258;;;Supernova Remnant;Remanente de supernova;Ursa Minor;Osa Menor
NGC2580;;;Emission Nebula;Nebula de emisión;Dorado;Dorado
NGC2581;;;Variable Star;Estrella variable;Gemini;Géminis
NGC2582;;;Star;Estrella;Volans;Pez Volador
NGC2583;;;HII Region;Región HIII;Delphinus;Delfín
NGC2584;;;Elliptical Galaxy;Galaxia eliptica;Ara;Altar
NGC2585;;;Dark Nebula;Nebulosa oscura;Columba;Paloma
NGC2586;;;Supernova Remnant;Remanente de supernova;Sextans;Sextante
NGC2587;;;Spiral Galaxy;Galaxia espiral;Reticulum;Retículo
NGC2588;;;Open Cluster;Cumulo abierto;Cepheus;Cefeo
NGC2589;;;Asterism;Asterismo;Aquarius;Acuario
NGC259;;;Asterism;Asterismo;Mensa;Mesa
NGC2590;;;Elliptical Galaxy;Galaxia eliptica;Vulpecula;Zorrilla
NGC2591;;;Spiral Galaxy;Galaxia espiral;Volans;Pez Volador
NGC2592;;;Galaxy;Galaxia;Virgo;Virgo
NGC2593;;;Asterism;Asterismo;Ursa Minor;Osa Menor
NGC2594;;;Dark Nebula;Nebulosa oscura;Triangulum Australe;Triángulo Austral
NGC2595;;;Red Giant;Gigante roja;Capricornus;Capricornio
NGC2596;;;Globular Cluster;Cumulo globar;Hydra;Hidra
NGC2597;;;Galaxy;Galaxia;Vulpecula;Zorrilla
NGC2598;;;Galaxy;Galaxia;Cassiopeia;Casiopea
NGC2599;;;White Dwarf;Enana blanca;Lyra;Lira
NGC26;;;Open Cluster;Cumulo abierto;Fornax;Horno
NGC260;;;Double Star;Estrella doble;Chamaeleon;Camaleón
NGC2600;;;Red Giant;Gigante roja;Ophiuchus;Ofiuco
NGC2601;;;Asterism;Asterismo;Pyxis;Brújula
NGC2602;;;HII Region;Región HIII;Volans;Pez Volador
NGC2603;;;Globular Cluster;Cumulo globar;Bootes;Boyero
NGC2604;;;Double Star;Estrella doble;Piscis Austrinus;Pez Austral
NGC2605;;;Elliptical Galaxy;Galaxia eliptica;Sagittarius;Sagitario
NGC2606;;;Dark Nebula;Nebulosa oscura;Corona Australis;Corona Austral
NGC2607;;;Globular Cluster;Cumulo globar;Reticulum;Retículo
NGC2608;;;Reflection Nebula;Nebula de reflexión;Lacerta;Lagarto
NGC2609;;;Galaxy;Galaxia;Chamaeleon;Camaleón
NGC261;;;Galaxy Group;Grupo Galaxtico;Triangulum Australe;Triángulo Austral
NGC2610;;;Supernova Remnant;Remanente de supernova;Cancer;Cáncer
NGC2611;;;Galaxy;Galaxia;Cygnus;Cisne
NGC2612;;;Supernova Remnant;Remanente de supernova;Triangulum;Triángulo
NGC2613;;;Open Cluster;Cumulo abierto;Andromeda;Andrómeda
NGC2614;;;Double Star;Estrella doble;Corona Australis;Corona Austral
NGC2615;;;Asterism;Asterismo;Grus;Grulla
NGC2616;;;Emission Nebula;Nebula de emisión;Antlia;Antlia
NGC2617;;;White Dwarf;Enana blanca;Sextans;Sextante
NGC2618;;;Supernova Remnant;Remanente de supernova;Centaurus;Centauro
NGC2619;;;Dark Nebula;Nebulosa oscura;Gemini;Géminis
NGC262;;;Galaxy Group;Grupo Galaxtico;Sextans;Sextante
NGC2620;;;Dark Nebula;Nebulosa oscura;Vulpecula;Zorrilla
NGC2621;;;Variable Star;Estrella variable;Caelum;Cincel
NGC2622;;;Asterism;Asterismo;Grus;Grulla
NGC2623;;;Variable Star;Estrella variable;Serpens;Serpiente
NGC2624;;;Dark Nebula;Nebulosa oscura;Cetus;Ballena
NGC2625;;;Irregular Galaxy;Galaxia irregular;Crux;Cruz del Sur
NGC2626;;;Planetary Nebula;Nebulosa planetaria;Chamaeleon;Camaleón
NGC2627;;;Asterism;Asterismo;Delphinus;Delfín
NGC2628;;;Star;Estrella;Scorpius;Escorpión
NGC2629;;;Double Star;Estrella doble;Pisces;Piscis
NGC263;;;HII Region;Región HIII;Lyra;Lira
NGC2630;;;Variable Star;Estrella variable;Centaurus;Centauro
NGC2631;;;Red Giant;Gigante roja;Norma;Escuadra
NGC2632;;;Variable Star;Estrella variable;Carina;Quilla
NGC2633;;;Galaxy;Galaxia;Pyxis;Brújula
NGC2634;;;Galaxy Group;Grupo Galaxtico;Vela;Velas
NGC2635;;;Galaxy;Galaxia;Ursa Minor;Osa Menor
NGC2636;;;Red Giant;Gigante roja;Sagitta;Flecha
NGC2637;;;Galaxy;Galaxia;Gemini;Géminis
NGC2638;;;Irregular Galaxy;Galaxia irregular;Piscis Austrinus;Pez Austral
NGC2639;;;Galaxy;Galaxia;Crux;Cruz del Sur
NGC264;;;White Dwarf;Enana blanca;Corona Borealis;Corona Boreal
NGC2640;;;Variable Star;Estrella variable;Antlia;Antlia
NGC2641;;;Irregular Galaxy;Galaxia irregular;Octans;Octante
NGC2642;;;Variable Star;Estrella variable;Triangulum;Triángulo
NGC2643;;;Quasar;Quasar;Grus;Grulla
NGC2644;;;Variable Star;Estrella variable;Sextans;Sextante
NGC2645;;;Elliptical Galaxy;Galaxia eliptica;Aquila;Águila
NGC2646;;;White Dwarf;Enana blanca;Grus;Grulla
NGC2647;;;Red Giant;Gigante roja;Lyra;Lira
NGC2648;;;Quasar;Quasar;Ara;Altar
NGC2649;;;Galaxy Group;Grupo Galaxtico;Ara;Altar
NGC265;;;HII Region;Región HIII;Telescopium;Telescopio
NGC2650;;;Double Star;Estrella doble;Bootes;Boyero
NGC2651;;;HII Region;Región HIII;Tucana;Tucán
NGC2652;;;Double Star;Estrella doble;Aries;Aries
NGC2653;;;Elliptical Galaxy;Galaxia eliptica;Canis Major;Can Mayor
NGC2654;;;Dark Nebula;Nebulosa oscura;Hydra;Hidra
NGC2655;;;Asterism;Asterismo;Lacerta;Lagarto
NGC2656;;;Reflection Nebula;Nebula de reflexión;Centaurus;Centauro
NGC2657;;;Variable Star;Estrella variable;Triangulum;Triángulo
NGC2658;;;Emission Nebula;Nebula de emisión;Lacerta;Lagarto
NGC2659;;;Irregular Galaxy;Galaxia irregular;Orion;Orión
NGC266;;;Reflection Nebula;Nebula de reflexión;Lupus;Lobo
NGC2660;;;Double Star;Estrella doble;Columba;Paloma
NGC2661;;;Irregular Galaxy;Galaxia irregular;Cassiopeia;Casiopea
NGC2662;;;Variable Star;Estrella variable;Sextans;Sextante
NGC2663;;;Asterism;Asterismo;Perseus;Perseo
NGC2664;;;Variable Star;Estrella variable;Ursa Minor;Osa Menor
NGC2665;;;Reflection Nebula;Nebula de reflexión;Lacerta;Lagarto
NGC2666;;;Elliptical Galaxy;Galaxia eliptica;Sculptor;Escultor
NGC2667;;;Supernova Remnant;Remanente de supernova;Ara;Altar
NGC2668;;;Galaxy;Galaxia;Vela;Velas
NGC2669;;;Reflection Nebula;Nebula de reflexión;Centaurus;Centauro
NGC267;;;Reflection Nebula;Nebula de reflexión;Octans;Octante
NGC2670;;;Variable Star;Estrella variable;Crater;Copa
NGC2671;;;Galaxy;Galaxia;Tucana;Tucán
NGC2672;;;HII Region;Región HIII;Delphinus;Delfín
NGC2673;;;Elliptical Galaxy;Galaxia eliptica;Musca;Mosca
NGC2674;;;Star;Estrella;Aquarius;Acuario
NGC2675;;;Star;Estrella;Orion;Orión
NGC2676;;;Open Cluster;Cumulo abierto;Hercules;Hércules
NGC2677;;;Open Cluster;Cumulo abierto;Octans;Octante
NGC2678;;;Double Star;Estrella doble;Telescopium;Telescopio
NGC2679;;;Dark Nebula;Nebulosa oscura;Canis Minor;Can Menor
NGC268;;;Emission Nebula;Nebula de emisión;Scutum;Escudo
NGC2680;;;Quasar;Quasar;Bootes;Boyero
NGC2681;;;Irregular Galaxy;Galaxia irregular;Hydrus;Hidra Macho
NGC2682;Messier 67;Messier 67;Open Cluster;Cumulo abierto;Cancer;Cáncer
NGC2683;;;Double Star;Estrella doble;Circinus;Compás
NGC2684;;;Dark Nebula;Nebulosa oscura;Bootes;Boyero
NGC2685;;;Asterism;Asterismo;Cygnus;Cisne
NGC2686;;;Supernova Remnant;Remanente de supernova;Lynx;Lince
NGC2687;;;Supernova Remnant;Remanente de supernova;Pyxis;Brújula
NGC2688;;;Dark Nebula;Nebulosa oscura;Musca;Mosca
NGC2689;;;Irregular Galaxy;Galaxia irregular;Camelopardalis;Jirafa
NGC269;;;Irregular Galaxy;Galaxia irregular;Canis Major;Can Mayor
NGC2690;;;Star;Estrella;Cassiopeia;Casiopea
NGC2691;;;Red Giant;Gigante roja;Chamaeleon;Camaleón
NGC2692;;;Globular Cluster;Cumulo globar;Scutum;Escudo
NGC2693;;;Open Cluster;Cumulo abierto;Sculptor;Escultor
NGC2694;;;Galaxy;Galaxia;Libra;Libra
NGC2695;;;Open Cluster;Cumulo abierto;Phoenix;Fénix
NGC2696;;;Star;Estrella;Crux;Cruz del Sur
NGC2697;;;Open Cluster;Cumulo abierto;Tucana;Tucán
NGC2698;;;Galaxy;Galaxia;Columba;Paloma
NGC2699;;;Double Star;Estrella doble;Tucana;Tucán
NGC27;;;Reflection Nebula;Nebula de reflexión;Reticulum;Retículo
NGC270;;;Elliptical Galaxy;Galaxia eliptica;Hydrus;Hidra Macho
NGC2700;;;Red Giant;Gigante roja;Piscis Austrinus;Pez Austral
NGC2701;;;Red Giant;Gigante roja;Delphinus;Delfín
NGC2702;;;White Dwarf;Enana blanca;Triangulum Australe;Triángulo Austral
NGC2703;;;Galaxy;Galaxia;Orion;Orión
NGC2704;;;White Dwarf;Enana blanca;Taurus;Tauro
NGC2705;;;Double Star;Estrella doble;Carina;Quilla
NGC2706;;;Elliptical Galaxy;Galaxia eliptica;Pegasus;Pegaso
NGC2707;;;Double Star;Estrella doble;Cetus;Ballena
NGC2708;;;HII Region;Región HIII;Capricornus;Capricornio
NGC2709;;;Reflection Nebula;Nebula de reflexión;Horologium;Reloj
NGC271;;;Elliptical Galaxy;Galaxia eliptica;Corona Australis;Corona Austral
NGC2710;;;Elliptical Galaxy;Galaxia eliptica;Capricornus;Capricornio
NGC2711;;;Emission Nebula;Nebula de emisión;Lepus;Liebre
NGC2712;;;Elliptical Galaxy;Galaxia eliptica;Pisces;Piscis
NGC2713;;;Variable Star;Estrella variable;Ara;Altar
NGC2714;;;Double Star;Estrella doble;Equuleus;Caballito
NGC2715;;;Variable Star;Estrella variable;Aries;Aries
NGC2716;;;Globular Cluster;Cumulo globar;Centaurus;Centauro
NGC2717;;;White Dwarf;Enana blanca;Mensa;Mesa
NGC2718;;;Double Star;Estrella doble;Ursa Minor;Osa Menor
NGC2719;;;Quasar;Quasar;Ursa Major;Osa Mayor
NGC272;;;Asterism;Asterismo;Orion;Orión
NGC2720;;;Spiral Galaxy;Galaxia espiral;Crux;Cruz del Sur
NGC2721;;;HII Region;Región HIII;Indus;Indio
NGC2722;;;Supernova Remnant;Remanente de supernova;Hydrus;Hidra Macho
NGC2723;;;White Dwarf;Enana blanca;Norma;Escuadra
NGC2724;;;Globular Cluster;Cumulo globar;Taurus;Tauro
NGC2725;;;Emission Nebula;Nebula de emisión;Lyra;Lira
NGC2726;;;Elliptical Galaxy;Galaxia eliptica;Canis Minor;Can Menor
NGC2727;;;Elliptical Galaxy;Galaxia eliptica;Telescopium;Telescopio
NGC2728;;;HII Region;Región HIII;Aries;Aries
NGC2729;;;Dark Nebula;Nebulosa oscura;Apus;Ave del Paraíso
NGC273;;;Supernova Remnant;Remanente de supernova;Fornax;Horno
NGC2730;;;Reflection Nebula;Nebula de reflexión;Columba;Paloma
NGC2731;;;Open Cluster;Cumulo abierto;Libra;Libra
NGC2732;;;Spiral Galaxy;Galaxia espiral;Vela;Velas
NGC2733;;;Dark Nebula;Nebulosa oscura;Horologium;Reloj
NGC2734;;;Planetary Nebula;Nebulosa planetaria;Carina;Quilla
NGC2735;;;Irregular Galaxy;Galaxia irregular;Musca;Mosca
NGC2736;;;Open Cluster;Cumulo abierto;Auriga;Cochero
NGC2737;;;Star;Estrella;Lynx;Lince
NGC2738;;;Irregular Galaxy;Galaxia irregular;Canis Major;Can Mayor
NGC2739;;;Star;Estrella;Octans;Octante
NGC274;;;White Dwarf;Enana blanca;Andromeda;Andrómeda
NGC2740;;;Variable Star;Estrella variable;Volans;Pez Volador
NGC2741;;;Asterism;Asterismo;Mensa;Mesa
NGC2742;;;Spiral Galaxy;Galaxia espiral;Lynx;Lince
NGC2743;;;Quasar;Quasar;Telescopium;Telescopio
NGC2744;;;Open Cluster;Cumulo abierto;Sculptor;Escultor
NGC2745;;;Quasar;Quasar;Octans;Octante
NGC2746;;;Elliptical Galaxy;Galaxia eliptica;Scutum;Escudo
NGC2747;;;Emission Nebula;Nebula de emisión;Scorpius;Escorpión
NGC2748;;;Reflection Nebula;Nebula de reflexión;Reticulum;Retículo
NGC2749;;;Planetary Nebula;Nebulosa planetaria;Microscopium;Microscopio
NGC275;;;Spiral Galaxy;Galaxia espiral;Triangulum;Triángulo
NGC2750;;;Variable Star;Estrella variable;Vela;Velas
NGC2751;;;Red Giant;Gigante roja;Monoceros;Unicornio
NGC2752;;;Quasar;Quasar;Gemini;Géminis
NGC2753;;;Supernova Remnant;Remanente de supernova;Pisces;Piscis
NGC2754;;;Globular Cluster;Cumulo globar;Lupus;Lobo
NGC2755;;;Quasar;Quasar;Lyra;Lira
NGC2756;;;Spiral Galaxy;Galaxia espiral;Apus;Ave del Paraíso
NGC2757;;;Supernova Remnant;Remanente de supernova;Canis Major;Can Mayor
NGC2758;;;Elliptical Galaxy;Galaxia eliptica;Volans;Pez Volador
NGC2759;;;Variable Star;Estrella variable;Taurus;Tauro
NGC276;;;Globular Cluster;Cumulo globar;Canis Major;Can Mayor
NGC2760;;;Globular Cluster;Cumulo globar;Ara;Altar
NGC2761;;;Globular Cluster;Cumulo globar;Pictor;Pintor
NGC2762;;;Galaxy Group;Grupo Galaxtico;Camelopardalis;Jirafa
NGC2763;;;Galaxy Group;Grupo Galaxtico;Phoenix;Fénix
NGC2764;;;Double Star;Estrella doble;Ophiuchus;Ofiuco
NGC2765;;;HII Region;Región HIII;Sagitta;Flecha
NGC2766;;;White Dwarf;Enana blanca;Circinus;Compás
NGC2767;;;Open Cluster;Cumulo abierto;Cancer;Cáncer
NGC2768;;;Galaxy Group;Grupo Galaxtico;Ara;Altar
NGC2769;;;Emission Nebula;Nebula de emisión;Pictor;Pintor
NGC277;;;HII Region;Región HIII;Leo Minor;León Menor
NGC2770;;;Double Star;Estrella doble;Delphinus;Delfín
NGC2771;;;White Dwarf;Enana blanca;Equuleus;Caballito
NGC2772;;;Irregular Galaxy;Galaxia irregular;Reticulum;Retículo
NGC2773;;;Planetary Nebula;Nebulosa planetaria;Cygnus;Cisne
NGC2774;;;HII Region;Región HIII;Sagitta;Flecha
NGC2775;;;Star;Estrella;Hercules;Hércules
NGC2776;;;Elliptical Galaxy;Galaxia eliptica;Canis Minor;Can Menor
NGC2777;;;HII Region;Región HIII;Sculptor;Escultor
NGC2778;;;HII Region;Región HIII;Caelum;Cincel
NGC2779;;;Spiral Galaxy;Galaxia espiral;Pictor;Pintor
NGC278;;;Quasar;Quasar;Vela;Velas
NGC2780;;;Reflection Nebula;Nebula de reflexión;Sculptor;Escultor
NGC2781;;;Double Star;Estrella doble;Telescopium;Telescopio
NGC2782;;;Red Giant;Gigante roja;Bootes;Boyero
NGC2783;;;White Dwarf;Enana blanca;Lacerta;Lagarto
NGC2784;;;Spiral Galaxy;Galaxia espiral;Andromeda;Andrómeda
NGC2785;;;Spiral Galaxy;Galaxia espiral;Ursa Minor;Osa Menor
NGC2786;;;Quasar;Quasar;Bootes;Boyero
NGC2787;;;Supernova Remnant;Remanente de supernova;Lepus;Liebre
NGC2788;;;Galaxy Group;Grupo Galaxtico;Circinus;Compás
NGC2789;;;Globular Cluster;Cumulo globar;Aquarius;Acuario
NGC279;;;Planetary Nebula;Nebulosa planetaria;Telescopium;Telescopio
NGC2790;;;Elliptical Galaxy;Galaxia eliptica;Norma;Escuadra
NGC2791;;;Star;Estrella;Lacerta;Lagarto
NGC2792;;;Galaxy;Galaxia;Corona Borealis;Corona Boreal
NGC2793;;;Elliptical Galaxy;Galaxia eliptica;Octans;Octante
NGC2794;;;Galaxy;Galaxia;Horologium;Reloj
NGC2795;;;Double Star;Estrella doble;Vulpecula;Zorrilla
NGC2796;;;Quasar;Quasar;Cepheus;Cefeo
NGC2797;;;HII Region;Región HIII;Canis Minor;Can Menor
NGC2798;;;Star;Estrella;Delphinus;Delfín
NGC2799;;;Galaxy Group;Grupo Galaxtico;Aquarius;Acuario
NGC28;;;Emission Nebula;Nebula de emisión;Cassiopeia;Casiopea
NGC280;;;Star;Estrella;Aquarius;Acuario
NGC2800;;;Irregular Galaxy;Galaxia irregular;Pyxis;Brújula
NGC2801;;;Globular Cluster;Cumulo globar;Lacerta;Lagarto
NGC2802;;;Red Giant;Gigante roja;Canis Minor;Can Menor
NGC2803;;;HII Region;Región HIII;Lynx;Lince
NGC2804;;;Asterism;Asterismo;Auriga;Cochero
NGC2805;;;Elliptical Galaxy;Galaxia eliptica;Apus;Ave del Paraíso
NGC2806;;;Asterism;Asterismo;Sagittarius;Sagitario
NGC2807;;;White Dwarf;Enana blanca;Aquarius;Acuario
NGC2808;Peculiar Globular;Globular Peculiar;Globular Cluster;Cumulo globar;Carina;Quilla
NGC2809;;;Reflection Nebula;Nebula de reflexión;Monoceros;Unicornio
NGC281;Pacman Nebula;Nebulosa Pacman;Emission Nebula;Nebula de emisión;Cassiopeia;Casiopea
NGC2810;;;Supernova Remnant;Remanente de supernova;Fornax;Horno
NGC2811;;;Reflection Nebula;Nebula de reflexión;Scutum;Escudo
NGC2812;;;White Dwarf;Enana blanca;Equuleus;Caballito
NGC2813;;;Open Cluster;Cumulo abierto;Capricornus;Capricornio
NGC2814;;;Supernova Remnant;Remanente de supernova;Auriga;Cochero
NGC2815;;;Quasar;Quasar;Cassiopeia;Casiopea
NGC2816;;;Globular Cluster;Cumulo globar;Musca;Mosca
NGC2817;;;Elliptical Galaxy;Galaxia eliptica;Lepus;Liebre
NGC2818;;;Double Star;Estrella doble;Apus;Ave del Paraíso
NGC2819;;;Double Star;Estrella doble;Bootes;Boyero
NGC282;;;Open Cluster;Cumulo abierto;Hercules;Hércules
NGC2820;;;Galaxy Group;Grupo Galaxtico;Serpens;Serpiente
NGC2821;;;Galaxy Group;Grupo Galaxtico;Corvus;Cuervo
NGC2822;;;Galaxy Group;Grupo Galaxtico;Crux;Cruz del Sur
NGC2823;;;Planetary Nebula;Nebulosa planetaria;Pictor;Pintor
NGC2824;;;Open Cluster;Cumulo abierto;Scorpius;Escorpión
NGC2825;;;Dark Nebula;Nebulosa oscura;Aquila;Águila
NGC2826;;;Spiral Galaxy;Galaxia espiral;Perseus;Perseo
NGC2827;;;Open Cluster;Cumulo abierto;Horologium;Reloj
NGC2828;;;Open Cluster;Cumulo abierto;Orion;Orión
NGC2829;;;Galaxy;Galaxia;Pavo;Pavo Real
NGC283;;;Variable Star;Estrella variable;Corvus;Cuervo
NGC2830;;;Reflection Nebula;Nebula de reflexión;Chamaeleon;Camaleón
NGC2831;;;Emission Nebula;Nebula de emisión;Andromeda;Andrómeda
NGC2832;;;Galaxy Group;Grupo Galaxtico;Cetus;Ballena
NGC2833;;;Elliptical Galaxy;Galaxia eliptica;Pavo;Pavo Real
NGC2834;;;Planetary Nebula;Nebulosa planetaria;Equuleus;Caballito
NGC2835;;;Galaxy Group;Grupo Galaxtico;Sagitta;Flecha
NGC2836;;;Galaxy;Galaxia;Scutum;Escudo
NGC2837;;;White Dwarf;Enana blanca;Crater;Copa
NGC2838;;;Planetary Nebula;Nebulosa planetaria;Caelum;Cincel
NGC2839;;;Red Giant;Gigante roja;Camelopardalis;Jirafa
NGC284;;;White Dwarf;Enana blanca;Volans;Pez Volador
NGC2840;;;Irregular Galaxy;Galaxia irregular;Dorado;Dorado
NGC2841;;;Galaxy Group;Grupo Galaxtico;Libra;Libra
NGC2842;;;Star;Estrella;Aquila;Águila
NGC2843;;;Asterism;Asterismo;Sculptor;Escultor
NGC2844;;;Irregular Galaxy;Galaxia irregular;Centaurus;Centauro
NGC2845;;;Galaxy;Galaxia;Andromeda;Andrómeda
NGC2846;;;Variable Star;Estrella variable;Ursa Minor;Osa Menor
NGC2847;;;Star;Estrella;Indus;Indio
NGC2848;;;Reflection Nebula;Nebula de reflexión;Crux;Cruz del Sur
NGC2849;;;White Dwarf;Enana blanca;Libra;Libra
NGC285;;;Reflection Nebula;Nebula de reflexión;Sagitta;Flecha
NGC2850;;;Supernova Remnant;Remanente de supernova;Columba;Paloma
NGC2851;;;Globular Cluster;Cumulo globar;Capricornus;Capricornio
NGC2852;;;Irregular Galaxy;Galaxia irregular;Aries;Aries
NGC2853;;;Red Giant;Gigante roja;Ara;Altar
NGC2854;;;Asterism;Asterismo;Triangulum;Triángulo
NGC2855;;;Elliptical Galaxy;Galaxia eliptica;Hercules;Hércules
NGC2856;;;Asterism;Asterismo;Tucana;Tucán
NGC2857;;;Red Giant;Gigante roja;Puppis;Popa
NGC2858;;;Emission Nebula;Nebula de emisión;Bootes;Boyero
NGC2859;;;Star;Estrella;Leo Minor;León Menor
NGC286;;;Variable Star;Estrella variable;Sextans;Sextante
NGC2860;;;Emission Nebula;Nebula de emisión;Camelopardalis;Jirafa
NGC2861;;;Asterism;Asterismo;Taurus;Tauro
NGC2862;;;Dark Nebula;Nebulosa oscura;Hercules;Hércules
NGC2863;;;Globular Cluster;Cumulo globar;Lacerta;Lagarto
NGC2864;;;Red Giant;Gigante roja;Aries;Aries
NGC2865;;;Asterism;Asterismo;Andromeda;Andrómeda
NGC2866;;;White Dwarf;Enana blanca;Capricornus;Capricornio
NGC2867;;;Variable Star;Estrella variable;Cancer;Cáncer
NGC2868;;;HII Region;Región HIII;Leo Minor;León Menor
NGC2869;;;Irregular Galaxy;Galaxia irregular;Sextans;Sextante
NGC287;;;Dark Nebula;Nebulosa oscura;Bootes;Boyero
NGC2870;;;Double Star;Estrella doble;Bootes;Boyero
NGC2871;;;Supernova Remnant;Remanente de supernova;Eridanus;Erídano
NGC2872;;;Galaxy Group;Grupo Galaxtico;Corona Australis;Corona Austral
NGC2873;;;Asterism;Asterismo;Ursa Major;Osa Mayor
NGC2874;;;Spiral Galaxy;Galaxia espiral;Pegasus;Pegaso
NGC2875;;;Planetary Nebula;Nebulosa planetaria;Ursa Major;Osa Mayor
NGC2876;;;Emission Nebula;Nebula de emisión;Ara;Altar
NGC2877;;;Globular Cluster;Cumulo globar;Hydrus;Hidra Macho
NGC2878;;;Quasar;Quasar;Ursa Minor;Osa Menor
NGC2879;;;Emission Nebula;Nebula de emisión;Tucana;Tucán
NGC288;Messier-like Globular;Globular tipo Messier;Globular Cluster;Cumulo globar;Sculptor;Escultor
NGC2880;;;HII Region;Región HIII;Telescopium;Telescopio
